trip_id,stop_id,arrival_time,departure_time,stop_sequence
22-801-1-61140,125601,17:08:00,17:08:00,5
22-801-1-61140,125201,17:09:00,17:09:00,6
22-801-1-61140,427501,17:11:00,17:11:00,7
22-801-1-61140,427404,17:12:00,17:12:00,8
22-801-1-61140,427202,17:13:00,17:13:00,9
22-801-1-61140,679421,17:16:00,17:16:00,10
22-801-1-61140,679101,17:17:00,17:17:00,11
22-801-1-61140,119321,17:18:00,17:18:00,12
22-801-1-61140,116821,17:19:00,17:19:00,13
22-801-1-61140,114601,17:20:00,17:20:00,14
22-804-1022-59580,114602,16:33:00,16:33:00,1
22-804-1022-59580,116822,16:34:00,16:34:00,2
22-804-1022-59580,119322,16:35:00,16:36:00,3
22-804-1022-59580,679102,16:37:00,16:37:00,4
22-804-1022-59580,679422,16:38:00,16:38:00,5
22-804-1022-59580,427201,16:40:00,16:40:00,6
22-804-1022-59580,427403,16:41:00,16:41:00,7
22-804-1022-59580,427502,16:43:00,16:43:00,8
22-804-1022-59580,125202,16:44:00,16:44:00,9
22-804-1022-59580,125602,16:45:00,16:45:00,10
22-804-1022-59580,126102,16:47:00,16:50:00,11
22-804-1022-59580,69522,16:53:00,16:53:00,12
22-804-1022-59580,69702,16:54:00,16:54:00,13
22-804-1022-59580,69641,16:55:00,16:55:00,14
22-801-1-54540,69641,15:09:00,15:09:00,1
22-801-1-54540,69701,15:10:00,15:10:00,2
22-801-1-54540,69501,15:11:00,15:11:00,3
22-801-1-54540,126101,15:13:00,15:17:00,4
22-801-1-54540,125601,15:18:00,15:18:00,5
22-801-1-54540,125201,15:19:00,15:19:00,6
22-801-1-54540,427501,15:21:00,15:21:00,7
22-801-1-54540,427404,15:22:00,15:22:00,8
22-801-1-54540,427202,15:23:00,15:23:00,9
22-801-1-54540,679421,15:26:00,15:26:00,10
22-801-1-54540,679101,15:27:00,15:27:00,11
22-801-1-54540,119321,15:28:00,15:28:00,12
22-801-1-54540,116821,15:29:00,15:29:00,13
22-801-1-54540,114601,15:30:00,15:30:00,14
22-804-1022-52980,114602,14:43:00,14:43:00,1
22-804-1022-52980,116822,14:44:00,14:44:00,2
22-804-1022-52980,119322,14:45:00,14:46:00,3
22-804-1022-52980,679102,14:47:00,14:47:00,4
22-804-1022-52980,679422,14:48:00,14:48:00,5
22-804-1022-52980,427201,14:50:00,14:50:00,6
22-804-1022-52980,427403,14:51:00,14:51:00,7
22-804-1022-52980,427502,14:53:00,14:53:00,8
22-804-1022-52980,125202,14:54:00,14:54:00,9
22-804-1022-52980,125602,14:55:00,14:55:00,10
22-804-1022-52980,126102,14:57:00,15:00:00,11
22-804-1022-52980,69522,15:03:00,15:03:00,12
22-804-1022-52980,69702,15:04:00,15:04:00,13
22-804-1022-52980,69641,15:05:00,15:05:00,14
22-801-1-47940,69641,13:19:00,13:19:00,1
22-801-1-47940,69701,13:20:00,13:20:00,2
22-801-1-47940,69501,13:21:00,13:21:00,3
22-801-1-47940,126101,13:23:00,13:27:00,4
22-801-1-47940,125601,13:28:00,13:28:00,5
22-801-1-47940,125201,13:29:00,13:29:00,6
22-801-1-47940,427501,13:31:00,13:31:00,7
22-801-1-47940,427404,13:32:00,13:32:00,8
22-801-1-47940,427202,13:33:00,13:33:00,9
22-801-1-47940,679421,13:36:00,13:36:00,10
22-801-1-47940,679101,13:37:00,13:37:00,11
22-801-1-47940,119321,13:38:00,13:38:00,12
22-801-1-47940,116821,13:39:00,13:39:00,13
22-801-1-47940,114601,13:40:00,13:40:00,14
22-804-1022-46380,114602,12:53:00,12:53:00,1
22-804-1022-46380,116822,12:54:00,12:54:00,2
22-804-1022-46380,119322,12:55:00,12:56:00,3
22-804-1022-46380,679102,12:57:00,12:57:00,4
22-804-1022-46380,679422,12:58:00,12:58:00,5
22-804-1022-46380,427201,13:00:00,13:00:00,6
22-804-1022-46380,427403,13:01:00,13:01:00,7
22-804-1022-46380,427502,13:03:00,13:03:00,8
22-804-1022-46380,125202,13:04:00,13:04:00,9
22-804-1022-46380,125602,13:05:00,13:05:00,10
22-804-1022-46380,126102,13:07:00,13:10:00,11
22-804-1022-46380,69522,13:13:00,13:13:00,12
22-804-1022-46380,69702,13:14:00,13:14:00,13
22-804-1022-46380,69641,13:15:00,13:15:00,14
22-801-1-41340,69641,11:29:00,11:29:00,1
22-801-1-41340,69701,11:30:00,11:30:00,2
22-801-1-41340,69501,11:31:00,11:31:00,3
22-801-1-41340,126101,11:33:00,11:37:00,4
22-801-1-41340,125601,11:38:00,11:38:00,5
22-801-1-41340,125201,11:39:00,11:39:00,6
22-801-1-41340,427501,11:41:00,11:41:00,7
22-801-1-41340,427404,11:42:00,11:42:00,8
22-801-1-41340,427202,11:43:00,11:43:00,9
22-801-1-41340,679421,11:46:00,11:46:00,10
22-801-1-41340,679101,11:47:00,11:47:00,11
22-801-1-41340,119321,11:48:00,11:48:00,12
22-801-1-41340,116821,11:49:00,11:49:00,13
22-801-1-41340,114601,11:50:00,11:50:00,14
22-804-1022-39780,114602,11:03:00,11:03:00,1
22-804-1022-39780,116822,11:04:00,11:04:00,2
22-804-1022-39780,119322,11:05:00,11:06:00,3
22-804-1022-39780,679102,11:07:00,11:07:00,4
22-804-1022-39780,679422,11:08:00,11:08:00,5
22-804-1022-39780,427201,11:10:00,11:10:00,6
22-804-1022-39780,427403,11:11:00,11:11:00,7
22-804-1022-39780,427502,11:13:00,11:13:00,8
22-804-1022-39780,125202,11:14:00,11:14:00,9
22-804-1022-39780,125602,11:15:00,11:15:00,10
22-804-1022-39780,126102,11:17:00,11:20:00,11
22-804-1022-39780,69522,11:23:00,11:23:00,12
22-804-1022-39780,69702,11:24:00,11:24:00,13
22-804-1022-39780,69641,11:25:00,11:25:00,14
22-801-1-34740,69641,09:39:00,09:39:00,1
22-801-1-34740,69701,09:40:00,09:40:00,2
22-801-1-34740,69501,09:41:00,09:41:00,3
22-801-1-34740,126101,09:43:00,09:47:00,4
22-801-1-34740,125601,09:48:00,09:48:00,5
22-801-1-34740,125201,09:49:00,09:49:00,6
22-801-1-34740,427501,09:51:00,09:51:00,7
22-801-1-34740,427404,09:52:00,09:52:00,8
22-801-1-34740,427202,09:53:00,09:53:00,9
22-801-1-34740,679421,09:56:00,09:56:00,10
22-801-1-34740,679101,09:57:00,09:57:00,11
22-801-1-34740,119321,09:58:00,09:58:00,12
22-801-1-34740,116821,09:59:00,09:59:00,13
22-801-1-34740,114601,10:00:00,10:00:00,14
22-804-1022-33180,114602,09:13:00,09:13:00,1
22-804-1022-33180,116822,09:14:00,09:14:00,2
22-804-1022-33180,119322,09:15:00,09:16:00,3
22-804-1022-33180,679102,09:17:00,09:17:00,4
22-804-1022-33180,679422,09:18:00,09:18:00,5
22-804-1022-33180,427201,09:20:00,09:20:00,6
22-804-1022-33180,427403,09:21:00,09:21:00,7
22-804-1022-33180,427502,09:23:00,09:23:00,8
22-804-1022-33180,125202,09:24:00,09:24:00,9
22-804-1022-33180,125602,09:25:00,09:25:00,10
22-804-1022-33180,126102,09:27:00,09:30:00,11
22-804-1022-33180,69522,09:33:00,09:33:00,12
22-804-1022-33180,69702,09:34:00,09:34:00,13
22-804-1022-33180,69641,09:35:00,09:35:00,14
22-801-1-28140,69641,07:49:00,07:49:00,1
22-801-1-28140,69701,07:50:00,07:50:00,2
22-801-1-28140,69501,07:51:00,07:51:00,3
22-801-1-28140,126101,07:53:00,07:57:00,4
22-801-1-28140,125601,07:58:00,07:58:00,5
22-801-1-28140,125201,07:59:00,07:59:00,6
22-801-1-28140,427501,08:01:00,08:01:00,7
22-801-1-28140,427404,08:02:00,08:02:00,8
22-801-1-28140,427202,08:03:00,08:03:00,9
22-801-1-28140,679421,08:06:00,08:06:00,10
22-801-1-28140,679101,08:07:00,08:07:00,11
22-801-1-28140,119321,08:08:00,08:08:00,12
22-801-1-28140,116821,08:09:00,08:09:00,13
22-801-1-28140,114601,08:10:00,08:10:00,14
22-804-1022-26580,114602,07:23:00,07:23:00,1
22-804-1022-26580,116822,07:24:00,07:24:00,2
22-804-1022-26580,119322,07:25:00,07:26:00,3
22-804-1022-26580,679102,07:27:00,07:27:00,4
22-804-1022-26580,679422,07:28:00,07:28:00,5
22-804-1022-26580,427201,07:30:00,07:30:00,6
22-804-1022-26580,427403,07:31:00,07:31:00,7
22-804-1022-26580,427502,07:33:00,07:33:00,8
22-804-1022-26580,125202,07:34:00,07:34:00,9
22-804-1022-26580,125602,07:35:00,07:35:00,10
22-804-1022-26580,126102,07:37:00,07:40:00,11
22-804-1022-26580,69522,07:43:00,07:43:00,12
22-804-1022-26580,69702,07:44:00,07:44:00,13
22-804-1022-26580,69641,07:45:00,07:45:00,14
22-801-1-21540,69641,05:59:00,05:59:00,1
22-801-1-21540,69701,06:00:00,06:00:00,2
22-801-1-21540,69501,06:01:00,06:01:00,3
22-801-1-21540,126101,06:03:00,06:07:00,4
22-801-1-21540,125601,06:08:00,06:08:00,5
22-801-1-21540,125201,06:09:00,06:09:00,6
22-801-1-21540,427501,06:11:00,06:11:00,7
22-801-1-21540,427404,06:12:00,06:12:00,8
22-801-1-21540,427202,06:13:00,06:13:00,9
22-801-1-21540,679421,06:16:00,06:16:00,10
22-801-1-21540,679101,06:17:00,06:17:00,11
22-801-1-21540,119321,06:18:00,06:18:00,12
22-801-1-21540,116821,06:19:00,06:19:00,13
22-801-1-21540,114601,06:20:00,06:20:00,14
22-804-1022-19980,114602,05:33:00,05:33:00,1
22-804-1022-19980,116822,05:34:00,05:34:00,2
22-804-1022-19980,119322,05:35:00,05:36:00,3
22-804-1022-19980,679102,05:37:00,05:37:00,4
22-804-1022-19980,679422,05:38:00,05:38:00,5
22-804-1022-19980,427201,05:40:00,05:40:00,6
22-804-1022-19980,427403,05:41:00,05:41:00,7
22-804-1022-19980,427502,05:43:00,05:43:00,8
22-804-1022-19980,125202,05:44:00,05:44:00,9
22-804-1022-19980,125602,05:45:00,05:45:00,10
22-804-1022-19980,126102,05:47:00,05:50:00,11
22-804-1022-19980,69522,05:53:00,05:53:00,12
22-804-1022-19980,69702,05:54:00,05:54:00,13
22-804-1022-19980,69641,05:55:00,05:55:00,14
22-801-1-69540,69641,19:19:00,19:19:00,1
22-801-1-69540,69701,19:20:00,19:20:00,2
22-801-1-69540,69501,19:21:00,19:21:00,3
22-801-1-69540,126101,19:23:00,19:27:00,4
22-801-1-69540,125601,19:28:00,19:28:00,5
22-801-1-69540,125201,19:29:00,19:29:00,6
22-801-1-69540,427501,19:31:00,19:31:00,7
22-801-1-69540,427404,19:32:00,19:32:00,8
22-801-1-69540,427202,19:33:00,19:33:00,9
22-801-1-69540,679421,19:36:00,19:36:00,10
22-801-1-69540,679101,19:37:00,19:37:00,11
22-801-1-69540,119321,19:38:00,19:38:00,12
22-801-1-69540,116821,19:39:00,19:39:00,13
22-801-1-69540,114601,19:40:00,19:40:00,14
22-804-1022-67980,114602,18:53:00,18:53:00,1
22-804-1022-67980,116822,18:54:00,18:54:00,2
22-804-1022-67980,119322,18:55:00,18:56:00,3
22-804-1022-67980,679102,18:57:00,18:57:00,4
22-804-1022-67980,679422,18:58:00,18:58:00,5
22-804-1022-67980,427201,19:00:00,19:00:00,6
22-804-1022-67980,427403,19:01:00,19:01:00,7
22-804-1022-67980,427502,19:03:00,19:03:00,8
22-804-1022-67980,125202,19:04:00,19:04:00,9
22-804-1022-67980,125602,19:05:00,19:05:00,10
22-804-1022-67980,126102,19:07:00,19:10:00,11
22-804-1022-67980,69522,19:13:00,19:13:00,12
22-804-1022-67980,69702,19:14:00,19:14:00,13
22-804-1022-67980,69641,19:15:00,19:15:00,14
22-801-1-62940,69641,17:29:00,17:29:00,1
22-801-1-62940,69701,17:30:00,17:30:00,2
22-801-1-62940,69501,17:31:00,17:31:00,3
22-801-1-62940,126101,17:33:00,17:37:00,4
22-801-1-62940,125601,17:38:00,17:38:00,5
22-801-1-62940,125201,17:39:00,17:39:00,6
22-801-1-62940,427501,17:41:00,17:41:00,7
22-801-1-62940,427404,17:42:00,17:42:00,8
22-801-1-62940,427202,17:43:00,17:43:00,9
22-801-1-62940,679421,17:46:00,17:46:00,10
22-801-1-62940,679101,17:47:00,17:47:00,11
22-801-1-62940,119321,17:48:00,17:48:00,12
22-801-1-62940,116821,17:49:00,17:49:00,13
22-801-1-62940,114601,17:50:00,17:50:00,14
22-804-1022-24180,114602,06:43:00,06:43:00,1
22-804-1022-24180,116822,06:44:00,06:44:00,2
22-804-1022-24180,119322,06:45:00,06:46:00,3
22-804-1022-24180,679102,06:47:00,06:47:00,4
22-804-1022-24180,679422,06:48:00,06:48:00,5
22-804-1022-24180,427201,06:50:00,06:50:00,6
22-804-1022-24180,427403,06:51:00,06:51:00,7
22-804-1022-24180,427502,06:53:00,06:53:00,8
22-804-1022-24180,125202,06:54:00,06:54:00,9
22-804-1022-24180,125602,06:55:00,06:55:00,10
22-804-1022-24180,126102,06:57:00,07:00:00,11
22-804-1022-24180,69522,07:03:00,07:03:00,12
22-804-1022-24180,69702,07:04:00,07:04:00,13
22-804-1022-24180,69641,07:05:00,07:05:00,14
22-801-1-25740,69641,07:09:00,07:09:00,1
22-801-1-25740,69701,07:10:00,07:10:00,2
22-801-1-25740,69501,07:11:00,07:11:00,3
22-801-1-25740,126101,07:13:00,07:17:00,4
22-801-1-25740,125601,07:18:00,07:18:00,5
22-801-1-25740,125201,07:19:00,07:19:00,6
22-801-1-25740,427501,07:21:00,07:21:00,7
22-801-1-25740,427404,07:22:00,07:22:00,8
22-801-1-25740,427202,07:23:00,07:23:00,9
22-801-1-25740,679421,07:26:00,07:26:00,10
22-801-1-25740,679101,07:27:00,07:27:00,11
22-801-1-25740,119321,07:28:00,07:28:00,12
22-801-1-25740,116821,07:29:00,07:29:00,13
22-801-1-25740,114601,07:30:00,07:30:00,14
22-804-1022-61380,114602,17:03:00,17:03:00,1
22-804-1022-61380,116822,17:04:00,17:04:00,2
22-804-1022-61380,119322,17:05:00,17:06:00,3
22-804-1022-61380,679102,17:07:00,17:07:00,4
22-804-1022-61380,679422,17:08:00,17:08:00,5
22-804-1022-61380,427201,17:10:00,17:10:00,6
22-804-1022-61380,427403,17:11:00,17:11:00,7
22-804-1022-61380,427502,17:13:00,17:13:00,8
22-804-1022-61380,125202,17:14:00,17:14:00,9
22-804-1022-61380,125602,17:15:00,17:15:00,10
22-804-1022-61380,126102,17:17:00,17:20:00,11
22-804-1022-61380,69522,17:23:00,17:23:00,12
22-804-1022-61380,69702,17:24:00,17:24:00,13
22-804-1022-61380,69641,17:25:00,17:25:00,14
22-801-1-56340,69641,15:39:00,15:39:00,1
22-801-1-56340,69701,15:40:00,15:40:00,2
22-801-1-56340,69501,15:41:00,15:41:00,3
22-801-1-56340,126101,15:43:00,15:47:00,4
22-801-1-56340,125601,15:48:00,15:48:00,5
22-801-1-56340,125201,15:49:00,15:49:00,6
22-801-1-56340,427501,15:51:00,15:51:00,7
22-801-1-56340,427404,15:52:00,15:52:00,8
22-801-1-56340,427202,15:53:00,15:53:00,9
22-801-1-56340,679421,15:56:00,15:56:00,10
22-801-1-56340,679101,15:57:00,15:57:00,11
22-801-1-56340,119321,15:58:00,15:58:00,12
22-801-1-56340,116821,15:59:00,15:59:00,13
22-801-1-56340,114601,16:00:00,16:00:00,14
22-804-1022-30780,114602,08:33:00,08:33:00,1
22-804-1022-30780,116822,08:34:00,08:34:00,2
22-804-1022-30780,119322,08:35:00,08:36:00,3
22-804-1022-30780,679102,08:37:00,08:37:00,4
22-804-1022-30780,679422,08:38:00,08:38:00,5
22-804-1022-30780,427201,08:40:00,08:40:00,6
22-804-1022-30780,427403,08:41:00,08:41:00,7
22-804-1022-30780,427502,08:43:00,08:43:00,8
22-804-1022-30780,125202,08:44:00,08:44:00,9
22-804-1022-30780,125602,08:45:00,08:45:00,10
22-804-1022-30780,126102,08:47:00,08:50:00,11
22-804-1022-30780,69522,08:53:00,08:53:00,12
22-804-1022-30780,69702,08:54:00,08:54:00,13
22-804-1022-30780,69641,08:55:00,08:55:00,14
22-801-1-32340,69641,08:59:00,08:59:00,1
22-801-1-32340,69701,09:00:00,09:00:00,2
22-801-1-32340,69501,09:01:00,09:01:00,3
22-801-1-32340,126101,09:03:00,09:07:00,4
22-801-1-32340,125601,09:08:00,09:08:00,5
22-801-1-32340,125201,09:09:00,09:09:00,6
22-801-1-32340,427501,09:11:00,09:11:00,7
22-801-1-32340,427404,09:12:00,09:12:00,8
22-801-1-32340,427202,09:13:00,09:13:00,9
22-801-1-32340,679421,09:16:00,09:16:00,10
22-801-1-32340,679101,09:17:00,09:17:00,11
22-801-1-32340,119321,09:18:00,09:18:00,12
22-801-1-32340,116821,09:19:00,09:19:00,13
22-801-1-32340,114601,09:20:00,09:20:00,14
22-804-1022-37380,114602,10:23:00,10:23:00,1
22-804-1022-37380,116822,10:24:00,10:24:00,2
22-804-1022-37380,119322,10:25:00,10:26:00,3
22-804-1022-37380,679102,10:27:00,10:27:00,4
22-804-1022-37380,679422,10:28:00,10:28:00,5
22-804-1022-37380,427201,10:30:00,10:30:00,6
22-804-1022-37380,427403,10:31:00,10:31:00,7
22-804-1022-37380,427502,10:33:00,10:33:00,8
22-804-1022-37380,125202,10:34:00,10:34:00,9
22-804-1022-37380,125602,10:35:00,10:35:00,10
22-804-1022-37380,126102,10:37:00,10:40:00,11
22-804-1022-37380,69522,10:43:00,10:43:00,12
22-804-1022-37380,69702,10:44:00,10:44:00,13
22-804-1022-37380,69641,10:45:00,10:45:00,14
22-801-1-38940,69641,10:49:00,10:49:00,1
22-801-1-38940,69701,10:50:00,10:50:00,2
22-801-1-38940,69501,10:51:00,10:51:00,3
22-801-1-38940,126101,10:53:00,10:57:00,4
22-801-1-38940,125601,10:58:00,10:58:00,5
22-801-1-38940,125201,10:59:00,10:59:00,6
22-801-1-38940,427501,11:01:00,11:01:00,7
22-801-1-38940,427404,11:02:00,11:02:00,8
22-801-1-38940,427202,11:03:00,11:03:00,9
22-801-1-38940,679421,11:06:00,11:06:00,10
22-801-1-38940,679101,11:07:00,11:07:00,11
22-801-1-38940,119321,11:08:00,11:08:00,12
22-801-1-38940,116821,11:09:00,11:09:00,13
22-801-1-38940,114601,11:10:00,11:10:00,14
22-804-1022-43980,114602,12:13:00,12:13:00,1
22-804-1022-43980,116822,12:14:00,12:14:00,2
22-804-1022-43980,119322,12:15:00,12:16:00,3
22-804-1022-43980,679102,12:17:00,12:17:00,4
22-804-1022-43980,679422,12:18:00,12:18:00,5
22-804-1022-43980,427201,12:20:00,12:20:00,6
22-804-1022-43980,427403,12:21:00,12:21:00,7
22-804-1022-43980,427502,12:23:00,12:23:00,8
22-804-1022-43980,125202,12:24:00,12:24:00,9
22-804-1022-43980,125602,12:25:00,12:25:00,10
22-804-1022-43980,126102,12:27:00,12:30:00,11
22-804-1022-43980,69522,12:33:00,12:33:00,12
22-804-1022-43980,69702,12:34:00,12:34:00,13
22-804-1022-43980,69641,12:35:00,12:35:00,14
22-801-1-45540,69641,12:39:00,12:39:00,1
22-801-1-45540,69701,12:40:00,12:40:00,2
22-801-1-45540,69501,12:41:00,12:41:00,3
22-801-1-45540,126101,12:43:00,12:47:00,4
22-801-1-45540,125601,12:48:00,12:48:00,5
22-801-1-45540,125201,12:49:00,12:49:00,6
22-801-1-45540,427501,12:51:00,12:51:00,7
22-801-1-45540,427404,12:52:00,12:52:00,8
22-801-1-45540,427202,12:53:00,12:53:00,9
22-801-1-45540,679421,12:56:00,12:56:00,10
22-801-1-45540,679101,12:57:00,12:57:00,11
22-801-1-45540,119321,12:58:00,12:58:00,12
22-801-1-45540,116821,12:59:00,12:59:00,13
22-801-1-45540,114601,13:00:00,13:00:00,14
22-804-1022-50580,114602,14:03:00,14:03:00,1
22-804-1022-50580,116822,14:04:00,14:04:00,2
22-804-1022-50580,119322,14:05:00,14:06:00,3
22-804-1022-50580,679102,14:07:00,14:07:00,4
22-804-1022-50580,679422,14:08:00,14:08:00,5
22-804-1022-50580,427201,14:10:00,14:10:00,6
22-804-1022-50580,427403,14:11:00,14:11:00,7
22-804-1022-50580,427502,14:13:00,14:13:00,8
22-804-1022-50580,125202,14:14:00,14:14:00,9
22-804-1022-50580,125602,14:15:00,14:15:00,10
22-804-1022-50580,126102,14:17:00,14:20:00,11
22-804-1022-50580,69522,14:23:00,14:23:00,12
22-804-1022-50580,69702,14:24:00,14:24:00,13
22-804-1022-50580,69641,14:25:00,14:25:00,14
22-801-1-52140,69641,14:29:00,14:29:00,1
22-801-1-52140,69701,14:30:00,14:30:00,2
22-801-1-52140,69501,14:31:00,14:31:00,3
22-801-1-52140,126101,14:33:00,14:37:00,4
22-801-1-52140,125601,14:38:00,14:38:00,5
22-801-1-52140,125201,14:39:00,14:39:00,6
22-801-1-52140,427501,14:41:00,14:41:00,7
22-801-1-52140,427404,14:42:00,14:42:00,8
22-801-1-52140,427202,14:43:00,14:43:00,9
22-801-1-52140,679421,14:46:00,14:46:00,10
22-801-1-52140,679101,14:47:00,14:47:00,11
22-801-1-52140,119321,14:48:00,14:48:00,12
22-801-1-52140,116821,14:49:00,14:49:00,13
22-801-1-52140,114601,14:50:00,14:50:00,14
22-804-1022-57180,114602,15:53:00,15:53:00,1
22-804-1022-57180,116822,15:54:00,15:54:00,2
22-804-1022-57180,119322,15:55:00,15:56:00,3
22-804-1022-57180,679102,15:57:00,15:57:00,4
22-804-1022-57180,679422,15:58:00,15:58:00,5
22-804-1022-57180,427201,16:00:00,16:00:00,6
22-804-1022-57180,427403,16:01:00,16:01:00,7
22-804-1022-57180,427502,16:03:00,16:03:00,8
22-804-1022-57180,125202,16:04:00,16:04:00,9
22-804-1022-57180,125602,16:05:00,16:05:00,10
22-804-1022-57180,126102,16:07:00,16:10:00,11
22-804-1022-57180,69522,16:13:00,16:13:00,12
22-804-1022-57180,69702,16:14:00,16:14:00,13
22-804-1022-57180,69641,16:15:00,16:15:00,14
22-801-1-58740,69641,16:19:00,16:19:00,1
22-801-1-58740,69701,16:20:00,16:20:00,2
22-801-1-58740,69501,16:21:00,16:21:00,3
22-801-1-58740,126101,16:23:00,16:27:00,4
22-801-1-58740,125601,16:28:00,16:28:00,5
22-801-1-58740,125201,16:29:00,16:29:00,6
22-801-1-58740,427501,16:31:00,16:31:00,7
22-801-1-58740,427404,16:32:00,16:32:00,8
22-801-1-58740,427202,16:33:00,16:33:00,9
22-801-1-58740,679421,16:36:00,16:36:00,10
22-801-1-58740,679101,16:37:00,16:37:00,11
22-801-1-58740,119321,16:38:00,16:38:00,12
22-801-1-58740,116821,16:39:00,16:39:00,13
22-801-1-58740,114601,16:40:00,16:40:00,14
22-804-1022-63780,114602,17:43:00,17:43:00,1
22-804-1022-63780,116822,17:44:00,17:44:00,2
22-804-1022-63780,119322,17:45:00,17:46:00,3
22-804-1022-63780,679102,17:47:00,17:47:00,4
22-804-1022-63780,679422,17:48:00,17:48:00,5
22-804-1022-63780,427201,17:50:00,17:50:00,6
22-804-1022-63780,427403,17:51:00,17:51:00,7
22-804-1022-63780,427502,17:53:00,17:53:00,8
22-804-1022-63780,125202,17:54:00,17:54:00,9
22-804-1022-63780,125602,17:55:00,17:55:00,10
22-804-1022-63780,126102,17:57:00,18:00:00,11
22-804-1022-63780,69522,18:03:00,18:03:00,12
22-804-1022-63780,69702,18:04:00,18:04:00,13
22-804-1022-63780,69641,18:05:00,18:05:00,14
22-801-1-65340,69641,18:09:00,18:09:00,1
22-801-1-65340,69701,18:10:00,18:10:00,2
22-801-1-65340,69501,18:11:00,18:11:00,3
22-801-1-65340,126101,18:13:00,18:17:00,4
22-801-1-65340,125601,18:18:00,18:18:00,5
22-801-1-65340,125201,18:19:00,18:19:00,6
22-801-1-65340,427501,18:21:00,18:21:00,7
22-801-1-65340,427404,18:22:00,18:22:00,8
22-801-1-65340,427202,18:23:00,18:23:00,9
22-801-1-65340,679421,18:26:00,18:26:00,10
22-801-1-65340,679101,18:27:00,18:27:00,11
22-801-1-65340,119321,18:28:00,18:28:00,12
22-801-1-65340,116821,18:29:00,18:29:00,13
22-801-1-65340,114601,18:30:00,18:30:00,14
22-804-1022-70380,114602,19:33:00,19:33:00,1
22-804-1022-70380,116822,19:34:00,19:34:00,2
22-804-1022-70380,119322,19:35:00,19:36:00,3
22-804-1022-70380,679102,19:37:00,19:37:00,4
22-804-1022-70380,679422,19:38:00,19:38:00,5
22-804-1022-70380,427201,19:40:00,19:40:00,6
22-804-1022-70380,427403,19:41:00,19:41:00,7
22-804-1022-70380,427502,19:43:00,19:43:00,8
22-804-1022-70380,125202,19:44:00,19:44:00,9
22-804-1022-70380,125602,19:45:00,19:45:00,10
22-804-1022-70380,126102,19:47:00,19:50:00,11
22-804-1022-70380,69522,19:53:00,19:53:00,12
22-804-1022-70380,69702,19:54:00,19:54:00,13
22-804-1022-70380,69641,19:55:00,19:55:00,14
22-801-1-71940,69641,19:59:00,19:59:00,1
22-801-1-71940,69701,20:00:00,20:00:00,2
22-801-1-71940,69501,20:01:00,20:01:00,3
22-801-1-71940,126101,20:03:00,20:07:00,4
22-801-1-71940,125601,20:08:00,20:08:00,5
22-801-1-71940,125201,20:09:00,20:09:00,6
22-801-1-71940,427501,20:11:00,20:11:00,7
22-801-1-71940,427404,20:12:00,20:12:00,8
22-801-1-71940,427202,20:13:00,20:13:00,9
22-801-1-71940,679421,20:16:00,20:16:00,10
22-801-1-71940,679101,20:17:00,20:17:00,11
22-801-1-71940,119321,20:18:00,20:18:00,12
22-801-1-71940,116821,20:19:00,20:19:00,13
22-801-1-71940,114601,20:20:00,20:20:00,14
22-804-1022-19380,114602,05:23:00,05:23:00,1
22-804-1022-19380,116822,05:24:00,05:24:00,2
22-804-1022-19380,119322,05:25:00,05:26:00,3
22-804-1022-19380,679102,05:27:00,05:27:00,4
22-804-1022-19380,679422,05:28:00,05:28:00,5
22-804-1022-19380,427201,05:30:00,05:30:00,6
22-804-1022-19380,427403,05:31:00,05:31:00,7
22-804-1022-19380,427502,05:33:00,05:33:00,8
22-804-1022-19380,125202,05:34:00,05:34:00,9
22-804-1022-19380,125602,05:35:00,05:35:00,10
22-804-1022-19380,126102,05:37:00,05:40:00,11
22-804-1022-19380,69522,05:43:00,05:43:00,12
22-804-1022-19380,69702,05:44:00,05:44:00,13
22-804-1022-19380,69641,05:45:00,05:45:00,14
22-801-1-20940,69641,05:49:00,05:49:00,1
22-801-1-20940,69701,05:50:00,05:50:00,2
22-801-1-20940,69501,05:51:00,05:51:00,3
22-801-1-20940,126101,05:53:00,05:57:00,4
22-801-1-20940,125601,05:58:00,05:58:00,5
22-801-1-20940,125201,05:59:00,05:59:00,6
22-801-1-20940,427501,06:01:00,06:01:00,7
22-801-1-20940,427404,06:02:00,06:02:00,8
22-801-1-20940,427202,06:03:00,06:03:00,9
22-801-1-20940,679421,06:06:00,06:06:00,10
22-801-1-20940,679101,06:07:00,06:07:00,11
22-801-1-20940,119321,06:08:00,06:08:00,12
22-801-1-20940,116821,06:09:00,06:09:00,13
22-801-1-20940,114601,06:10:00,06:10:00,14
22-804-1022-25980,114602,07:13:00,07:13:00,1
22-804-1022-25980,116822,07:14:00,07:14:00,2
22-804-1022-25980,119322,07:15:00,07:16:00,3
22-804-1022-25980,679102,07:17:00,07:17:00,4
22-804-1022-25980,679422,07:18:00,07:18:00,5
22-804-1022-25980,427201,07:20:00,07:20:00,6
22-804-1022-25980,427403,07:21:00,07:21:00,7
22-804-1022-25980,427502,07:23:00,07:23:00,8
22-804-1022-25980,125202,07:24:00,07:24:00,9
22-804-1022-25980,125602,07:25:00,07:25:00,10
22-804-1022-25980,126102,07:27:00,07:30:00,11
22-804-1022-25980,69522,07:33:00,07:33:00,12
22-804-1022-25980,69702,07:34:00,07:34:00,13
